id,topic_code,subtopic_code,normalization_note
309,sport,sport_gymnastics,按正文主要教学目标归并。
312,sport,sport_gymnastics,按正文主要教学目标归并。
426,sport,sport_athletics,按正文主要教学目标归并。
427,sport,sport_gymnastics,按正文主要教学目标归并。
435,sport,sport_rope,按正文主要教学目标归并。
440,sport,sport_rope,按正文主要教学目标归并。
452,sport,sport_basketball_pass,按正文主要教学目标归并。
463,sport,sport_other,按正文主要教学目标归并。 目录缺少更细专项子类，采用“其他专项运动”承接，待集中评估是否增补。
468,sport,sport_football,按正文主要教学目标归并。
469,sport,sport_gymnastics,按正文主要教学目标归并。
470,sport,sport_gymnastics,按正文主要教学目标归并。
471,sport,sport_gymnastics,按正文主要教学目标归并。
472,sport,sport_other,按正文主要教学目标归并。 目录缺少更细专项子类，采用“其他专项运动”承接，待集中评估是否增补。
474,sport,sport_gymnastics,按正文主要教学目标归并。
475,sport,sport_gymnastics,按正文主要教学目标归并。
476,sport,sport_gymnastics,按正文主要教学目标归并。
478,sport,sport_gymnastics,按正文主要教学目标归并。
481,sport,sport_rope,按正文主要教学目标归并。
491,sport,sport_gymnastics,按正文主要教学目标归并。
516,sport,sport_gymnastics,按正文主要教学目标归并。
517,sport,sport_gymnastics,按正文主要教学目标归并。
522,sport,sport_gymnastics,按正文主要教学目标归并。
523,sport,sport_other,按正文主要教学目标归并。 目录缺少更细专项子类，采用“其他专项运动”承接，待集中评估是否增补。
524,sport,sport_other,按正文主要教学目标归并。 目录缺少更细专项子类，采用“其他专项运动”承接，待集中评估是否增补。
533,sport,sport_athletics,按正文主要教学目标归并。
538,sport,sport_football,按正文主要教学目标归并。
539,sport,sport_athletics,按正文主要教学目标归并。
547,sport,sport_athletics,按正文主要教学目标归并。
556,sport,sport_athletics,按正文主要教学目标归并。
557,sport,sport_athletics,按正文主要教学目标归并。
572,sport,sport_athletics,按正文主要教学目标归并。
589,sport,sport_athletics,按正文主要教学目标归并。
590,sport,sport_athletics,按正文主要教学目标归并。
594,sport,sport_rope,按正文主要教学目标归并。
597,sport,sport_other,按正文主要教学目标归并。 目录缺少更细专项子类，采用“其他专项运动”承接，待集中评估是否增补。
600,sport,sport_athletics,按正文主要教学目标归并。
601,sport,sport_athletics,按正文主要教学目标归并。
607,sport,sport_football,按正文主要教学目标归并。
612,sport,sport_basketball_control,按正文主要教学目标归并。 原文字段残缺或错位，按可确认的正文目标归并，保留原审核状态。
614,sport,sport_other,按正文主要教学目标归并。 原文字段残缺或错位，按可确认的正文目标归并，保留原审核状态。 目录缺少更细专项子类，采用“其他专项运动”承接，待集中评估是否增补。
616,sport,sport_basketball_pass,按正文主要教学目标归并。
618,sport,sport_other,按正文主要教学目标归并。 原文字段残缺或错位，按可确认的正文目标归并，保留原审核状态。 目录缺少更细专项子类，采用“其他专项运动”承接，待集中评估是否增补。
619,sport,sport_football,按正文主要教学目标归并。 原文字段残缺或错位，按可确认的正文目标归并，保留原审核状态。
677,sport,sport_basketball_control,按正文主要教学目标归并。
678,sport,sport_basketball_control,按正文主要教学目标归并。
679,sport,sport_basketball_control,按正文主要教学目标归并。
680,sport,sport_basketball_control,按正文主要教学目标归并。
681,sport,sport_basketball_control,按正文主要教学目标归并。
682,sport,sport_basketball_control,按正文主要教学目标归并。
683,sport,sport_basketball_control,按正文主要教学目标归并。
684,sport,sport_basketball_control,按正文主要教学目标归并。
685,sport,sport_basketball_control,按正文主要教学目标归并。
686,sport,sport_basketball_shoot,按正文主要教学目标归并。
687,sport,sport_basketball_shoot,按正文主要教学目标归并。
688,sport,sport_basketball_shoot,按正文主要教学目标归并。
689,sport,sport_basketball_pass,按正文主要教学目标归并。
690,sport,sport_basketball_shoot,按正文主要教学目标归并。
691,sport,sport_basketball_control,按正文主要教学目标归并。
692,sport,sport_basketball_control,按正文主要教学目标归并。
693,sport,sport_basketball_pass,按正文主要教学目标归并。
694,sport,sport_basketball_shoot,按正文主要教学目标归并。
695,sport,sport_basketball_shoot,按正文主要教学目标归并。
696,sport,sport_basketball_control,按正文主要教学目标归并。
697,sport,sport_basketball_shoot,按正文主要教学目标归并。
698,sport,sport_basketball_control,按正文主要教学目标归并。
712,sport,sport_rope,按正文主要教学目标归并。
713,sport,sport_rope,按正文主要教学目标归并。
714,sport,sport_rope,按正文主要教学目标归并。
720,sport,sport_gymnastics,按正文主要教学目标归并。
725,sport,sport_gymnastics,按正文主要教学目标归并。
726,sport,sport_gymnastics,按正文主要教学目标归并。
